8.0K Nb4Ta_D1_1.01mm_210C_48h_410C_50h_670C_48h 11-14-2019
1:42 PM, Thursday, November 14, 2019
File Description: l=4.75mm;d=1.1mm
Vibration Amplitude [mm]: 1.500
Calibrated at 1.5mm; Data apporpriately scaled for reduced amplitude
Vibration Frequency [Hz]: 55.00
Helium Level [%]: 68.7
Center [mm]: 14.26
Operator Name: Nawaraj

Time [ms]	Field [T]	Moment [emu]	Temp [K]	dMoment [emu]	Kramer
48582.00000000	-1.51310000	-0.07195089	8.01400000	0.15446852	0.43590003
49082.00000000	-1.50810000	-0.07234060	8.01500000	0.15507869	0.43639884
49582.00000000	-1.50300000	-0.07272486	8.01500000	0.15564978	0.43683156
50082.00000000	-1.49810000	-0.07309958	8.01600000	0.15621033	0.43726032
50583.00000000	-1.49310000	-0.07348929	8.01600000	0.15679636	0.43771377
51085.00000000	-1.48810000	-0.07387900	8.01700000	0.15738279	0.43816395
51585.00000000	-1.48300000	-0.07427415	8.01700000	0.15798388	0.43862327
52085.00000000	-1.47810000	-0.07463252	8.01700000	0.15858082	0.43908771
52586.00000000	-1.47310000	-0.07499157	8.01800000	0.15920436	0.43957758
53087.00000000	-1.46810000	-0.07537106	8.01800000	0.15983975	0.44007967
53587.00000000	-1.46300000	-0.07575055	8.01800000	0.16046115	0.44055084
54088.00000000	-1.45810000	-0.07609870	8.01800000	0.16103621	0.44096955
54588.00000000	-1.45310000	-0.07643118	8.01800000	0.16160913	0.44137408
55089.00000000	-1.44800000	-0.07674798	8.01900000	0.16214613	0.44171834
55590.00000000	-1.44300000	-0.07707569	8.02000000	0.16265396	0.44202711
56091.00000000	-1.43810000	-0.07744973	8.02000000	0.16320812	0.44240310
56591.00000000	-1.43290000	-0.07785579	8.02100000	0.16386515	0.44289142
57092.00000000	-1.42800000	-0.07822438	8.02100000	0.16447005	0.44332831
57592.00000000	-1.42300000	-0.07856231	8.02100000	0.16502614	0.44368791
58092.00000000	-1.41810000	-0.07890024	8.02100000	0.16561933	0.44410148
58592.00000000	-1.41310000	-0.07923271	8.02100000	0.16621948	0.44451271
59092.00000000	-1.40800000	-0.07955020	8.02100000	0.16681474	0.44490560
59592.00000000	-1.40300000	-0.07987246	8.02100000	0.16736947	0.44524857
60092.00000000	-1.39810000	-0.08020494	8.02100000	0.16792171	0.44559261
60592.00000000	-1.39290000	-0.08052720	8.02100000	0.16848365	0.44592196
61093.00000000	-1.38800000	-0.08084401	8.02100000	0.16903869	0.44626253
61593.00000000	-1.38300000	-0.08115605	8.02100000	0.16960600	0.44660764
62093.00000000	-1.37810000	-0.08149943	8.02000000	0.17017839	0.44696384
62594.00000000	-1.37290000	-0.08183190	8.02000000	0.17075620	0.44729904
63094.00000000	-1.36800000	-0.08214871	8.02000000	0.17131637	0.44763183
63594.00000000	-1.36300000	-0.08244031	8.02000000	0.17187278	0.44794791
64094.00000000	-1.35810000	-0.08273123	8.02000000	0.17242442	0.44826241
64596.00000000	-1.35290000	-0.08303782	8.02000000	0.17301218	0.44859535
65096.00000000	-1.34800000	-0.08334986	8.02000000	0.17358877	0.44893481
65596.00000000	-1.34300000	-0.08366190	8.01900000	0.17417223	0.44927108
66096.00000000	-1.33810000	-0.08394260	8.01900000	0.17471822	0.44956371
66596.00000000	-1.33290000	-0.08422329	8.01900000	0.17524668	0.44980502
67096.00000000	-1.32800000	-0.08452988	8.01900000	0.17577069	0.45006242
67596.00000000	-1.32300000	-0.08485214	8.01900000	0.17636036	0.45039178
68096.00000000	-1.31790000	-0.08515328	8.01900000	0.17696655	0.45072973
68597.00000000	-1.31290000	-0.08543466	8.01800000	0.17753205	0.45102051
69097.00000000	-1.30800000	-0.08574125	8.01800000	0.17808918	0.45130558
69598.00000000	-1.30300000	-0.08605806	8.01800000	0.17866973	0.45160796
70098.00000000	-1.29790000	-0.08636465	8.01800000	0.17926358	0.45191457
70599.00000000	-1.29290000	-0.08668214	8.01800000	0.17986248	0.45223224
71100.00000000	-1.28800000	-0.08697305	8.01700000	0.18041578	0.45249754
71600.00000000	-1.28280000	-0.08728509	8.01700000	0.18102798	0.45280643
72100.00000000	-1.27790000	-0.08760735	8.01700000	0.18166107	0.45316373
72601.00000000	-1.27290000	-0.08792961	8.01700000	0.18229476	0.45350874
73102.00000000	-1.26800000	-0.08822598	8.01600000	0.18287384	0.45379072
73602.00000000	-1.26280000	-0.08849101	8.01500000	0.18342694	0.45400978
74103.00000000	-1.25790000	-0.08876081	8.01500000	0.18397273	0.45424301
74603.00000000	-1.25290000	-0.08904151	8.01400000	0.18454151	0.45449189
75103.00000000	-1.24800000	-0.08931743	8.01400000	0.18510942	0.45474498
75603.00000000	-1.24280000	-0.08959268	8.01400000	0.18566816	0.45495562
76103.00000000	-1.23790000	-0.08988360	8.01400000	0.18619250	0.45514784
76604.00000000	-1.23290000	-0.09017997	8.01400000	0.18673348	0.45534761
77104.00000000	-1.22780000	-0.09048179	8.01400000	0.18734282	0.45561754
77604.00000000	-1.22280000	-0.09075227	8.01400000	0.18795421	0.45589506
78104.00000000	-1.21790000	-0.09102752	8.01400000	0.18854265	0.45615003
78604.00000000	-1.21290000	-0.09132866	8.01400000	0.18913171	0.45639243
79104.00000000	-1.20800000	-0.09163593	8.01400000	0.18971018	0.45662749
79604.00000000	-1.20280000	-0.09191662	8.01400000	0.19029209	0.45683432
80105.00000000	-1.19790000	-0.09219187	8.01400000	0.19088296	0.45707632
80605.00000000	-1.19290000	-0.09251958	8.01400000	0.19152930	0.45737100
81106.00000000	-1.18780000	-0.09287250	8.01400000	0.19219939	0.45767990
81606.00000000	-1.18280000	-0.09316887	8.01400000	0.19282921	0.45794597
82106.00000000	-1.17790000	-0.09344957	8.01400000	0.19346040	0.45821905
82606.00000000	-1.17290000	-0.09375139	8.01400000	0.19415562	0.45855373
83106.00000000	-1.16780000	-0.09406820	8.01400000	0.19485131	0.45887435
83607.00000000	-1.16280000	-0.09440067	8.01400000	0.19553123	0.45918144
84108.00000000	-1.15790000	-0.09472838	8.01400000	0.19613211	0.45940119
84608.00000000	-1.15290000	-0.09506086	8.01400000	0.19655598	0.45940005
85108.00000000	-1.14780000	-0.09537290	8.01400000	0.19642684	0.45874038
85609.00000000	-1.14280000	-0.09566927	8.01400000	0.19552805	0.45719038
86109.00000000	-1.13790000	-0.09597041	8.01400000	0.19496806	0.45604507
86609.00000000	-1.13290000	-0.09630357	8.01300000	0.19750514	0.45849763
87109.00000000	-1.12780000	-0.09664627	8.01300000	0.20001705	0.46088390
87609.00000000	-1.12280000	-0.09696852	8.01300000	0.20062492	0.46107125
88109.00000000	-1.11770000	-0.09728601	8.01300000	0.20127672	0.46129430
88609.00000000	-1.11290000	-0.09759260	8.01300000	0.20192827	0.46154346
89109.00000000	-1.10780000	-0.09789919	8.01300000	0.20260073	0.46178077
89609.00000000	-1.10280000	-0.09819556	8.01200000	0.20326567	0.46201514
90109.00000000	-1.09790000	-0.09851237	8.01200000	0.20390236	0.46222329
90609.00000000	-1.09290000	-0.09886597	8.01200000	0.20462295	0.46251123
91109.00000000	-1.08780000	-0.09921957	8.01200000	0.20537692	0.46282102
91609.00000000	-1.08280000	-0.09956771	8.01200000	0.20609757	0.46309863
92109.00000000	-1.07790000	-0.09988452	8.01200000	0.20675091	0.46330643
92609.00000000	-1.07290000	-0.10019656	8.01200000	0.20742982	0.46352740
93109.00000000	-1.06780000	-0.10053994	8.01200000	0.20818163	0.46381381
93609.00000000	-1.06280000	-0.10091943	8.01200000	0.20897603	0.46415296
94109.00000000	-1.05790000	-0.10129892	8.01100000	0.20973494	0.46445811
94609.00000000	-1.05280000	-0.10165729	8.01100000	0.21052840	0.46477398
95109.00000000	-1.04780000	-0.10198499	8.01100000	0.21129030	0.46506041
95609.00000000	-1.04280000	-0.10230725	8.01100000	0.21203125	0.46531837
96110.00000000	-1.03790000	-0.10262951	8.01100000	0.21274916	0.46555694
96611.00000000	-1.03290000	-0.10300900	8.01100000	0.21355557	0.46587566
97112.00000000	-1.02780000	-0.10340348	8.01100000	0.21439379	0.46621179
97612.00000000	-1.02280000	-0.10376253	8.01000000	0.21517873	0.46649539
98112.00000000	-1.01790000	-0.10404323	8.01000000	0.21586129	0.46667406
98612.00000000	-1.01280000	-0.10432392	8.01000000	0.21653399	0.46681410
99112.00000000	-1.00780000	-0.10466662	8.01000000	0.21727430	0.46703322
99612.00000000	-1.00280000	-0.10505156	8.01000000	0.21807576	0.46731237
100112.00000000	-0.99790000	-0.10544127	8.01000000	0.21890541	0.46762746
100612.00000000	-0.99290000	-0.10579487	8.01000000	0.21965318	0.46783760
101112.00000000	-0.98780000	-0.10611713	8.01000000	0.22034231	0.46796806
101612.00000000	-0.98280000	-0.10644961	8.01000000	0.22107488	0.46815103
102112.00000000	-0.97790000	-0.10679775	8.01000000	0.22188333	0.46842056
102612.00000000	-0.97280000	-0.10714658	8.01000000	0.22276709	0.46873935
103112.00000000	-0.96780000	-0.10752062	8.01000000	0.22363564	0.46904759
103612.00000000	-0.96280000	-0.10793145	8.01000000	0.22450379	0.46934896
104112.00000000	-0.95790000	-0.10835250	8.01100000	0.22534038	0.46962321
104612.00000000	-0.95280000	-0.10877832	8.01100000	0.22623327	0.46992514
105112.00000000	-0.94780000	-0.10917348	8.01100000	0.22705236	0.47015622
105613.00000000	-0.94280000	-0.10951140	8.01100000	0.22783006	0.47033837
106113.00000000	-0.93790000	-0.10990656	8.01100000	0.22864121	0.47056150
106614.00000000	-0.93280000	-0.11034328	8.01100000	0.22955648	0.47086013
107114.00000000	-0.92780000	-0.11075888	8.01200000	0.23046031	0.47115268
107614.00000000	-0.92280000	-0.11115404	8.01200000	0.23137641	0.47145086
108114.00000000	-0.91790000	-0.11154920	8.01200000	0.23223501	0.47169654
108614.00000000	-0.91280000	-0.11192323	8.01200000	0.23307487	0.47189093
109114.00000000	-0.90780000	-0.11235995	8.01200000	0.23401538	0.47219322
109615.00000000	-0.90280000	-0.11285867	8.01200000	0.23503896	0.47257181
110115.00000000	-0.89770000	-0.11333695	8.01100000	0.23602453	0.47289136
110615.00000000	-0.89280000	-0.11377367	8.01100000	0.23694197	0.47316166
111115.00000000	-0.88780000	-0.11421039	8.01100000	0.23788248	0.47343463
111615.00000000	-0.88280000	-0.11464710	8.01100000	0.23885154	0.47372860
112115.00000000	-0.87790000	-0.11508382	8.01100000	0.23981339	0.47402143
112615.00000000	-0.87270000	-0.11552054	8.01000000	0.24078197	0.47427281
113116.00000000	-0.86780000	-0.11591502	8.00900000	0.24168414	0.47449210
113617.00000000	-0.86270000	-0.11637286	8.00900000	0.24266747	0.47475629
114117.00000000	-0.85770000	-0.11683001	8.00800000	0.24366333	0.47503864
114617.00000000	-0.85280000	-0.11728785	8.00800000	0.24464206	0.47531045
115118.00000000	-0.84780000	-0.11770345	8.00800000	0.24560027	0.47554079
115618.00000000	-0.84270000	-0.11811905	8.00700000	0.24658853	0.47577836
116119.00000000	-0.83770000	-0.11851421	8.00700000	0.24758842	0.47603326
116620.00000000	-0.83270000	-0.11895093	8.00700000	0.24863158	0.47632161
117120.00000000	-0.82780000	-0.11940808	8.00700000	0.24965750	0.47659959
117620.00000000	-0.82280000	-0.11988636	8.00700000	0.25070086	0.47687163
118120.00000000	-0.81770000	-0.12036464	8.00700000	0.25171397	0.47709203
118621.00000000	-0.81270000	-0.12084292	8.00700000	0.25269532	0.47728872
119121.00000000	-0.80780000	-0.12130076	8.00700000	0.25366764	0.47748364
119621.00000000	-0.80270000	-0.12173679	8.00700000	0.25467397	0.47767289
120121.00000000	-0.79770000	-0.12223619	8.00700000	0.25576663	0.47794931
120621.00000000	-0.79270000	-0.12277647	8.00700000	0.25691367	0.47826745
121122.00000000	-0.78780000	-0.12323431	8.00700000	0.25798170	0.47851818
121623.00000000	-0.78270000	-0.12364991	8.00700000	0.25901589	0.47869847
122125.00000000	-0.77770000	-0.12406551	8.00800000	0.26001158	0.47884986
122625.00000000	-0.77270000	-0.12454378	8.00800000	0.26111013	0.47908723
123125.00000000	-0.76760000	-0.12510518	8.00800000	0.26229318	0.47937705
123625.00000000	-0.76270000	-0.12564614	8.00800000	0.26345669	0.47967054
124126.00000000	-0.75770000	-0.12614486	8.00800000	0.26460084	0.47992120
124626.00000000	-0.75270000	-0.12666470	8.00800000	0.26581659	0.48022694
125127.00000000	-0.74760000	-0.12720497	8.00800000	0.26699960	0.48047702
125629.00000000	-0.74270000	-0.12778749	8.00900000	0.26815219	0.48072204
126129.00000000	-0.73770000	-0.12836933	8.00900000	0.26937166	0.48100091
126629.00000000	-0.73260000	-0.12893073	8.00900000	0.27058638	0.48124884
127130.00000000	-0.72760000	-0.12945056	8.00900000	0.27172371	0.48143420
127630.00000000	-0.72270000	-0.12997040	8.00900000	0.27283684	0.48160503
128130.00000000	-0.71770000	-0.13051136	8.00900000	0.27406148	0.48184764
128630.00000000	-0.71260000	-0.13109320	8.00900000	0.27535621	0.48212416
129130.00000000	-0.70760000	-0.13169616	8.00900000	0.27661351	0.48237373
129630.00000000	-0.70270000	-0.13232023	8.00900000	0.27784452	0.48260677
130131.00000000	-0.69770000	-0.13294363	8.00900000	0.27912322	0.48285326
130632.00000000	-0.69260000	-0.13352615	8.00900000	0.28036062	0.48303559
131132.00000000	-0.68760000	-0.13406643	8.00800000	0.28153137	0.48316711
131632.00000000	-0.68270000	-0.13456582	8.00800000	0.28265108	0.48326217
132133.00000000	-0.67750000	-0.13512722	8.00800000	0.28391531	0.48341679
132633.00000000	-0.67260000	-0.13573018	8.00800000	0.28517600	0.48361048
133134.00000000	-0.66760000	-0.13635358	8.00800000	0.28648719	0.48381763
133634.00000000	-0.66250000	-0.13689454	8.00800000	0.28771816	0.48392728
134135.00000000	-0.65750000	-0.13743481	8.00800000	0.28897037	0.48406156
134636.00000000	-0.65260000	-0.13801733	8.00800000	0.29022250	0.48420281
135136.00000000	-0.64760000	-0.13866185	8.00800000	0.29156457	0.48438879
135636.00000000	-0.64270000	-0.13928524	8.00800000	0.29286935	0.48455049
136136.00000000	-0.63750000	-0.13992976	8.00800000	0.29428542	0.48473505
136636.00000000	-0.63260000	-0.14057428	8.00900000	0.29565867	0.48492838
137136.00000000	-0.62760000	-0.14115680	8.00900000	0.29700247	0.48506592
137636.00000000	-0.62270000	-0.14175976	8.00900000	0.29833476	0.48520095
138136.00000000	-0.61750000	-0.14244583	8.00900000	0.29976593	0.48534479
138636.00000000	-0.61260000	-0.14315235	8.00900000	0.30116507	0.48550817
139136.00000000	-0.60760000	-0.14381799	8.00900000	0.30255981	0.48563509
139637.00000000	-0.60270000	-0.14454562	8.00900000	0.30394364	0.48576009
140137.00000000	-0.59750000	-0.14539794	8.00900000	0.30552320	0.48596677
140638.00000000	-0.59260000	-0.14620938	8.00900000	0.30704665	0.48617497
141138.00000000	-0.58760000	-0.14693702	8.00900000	0.30848527	0.48628140
141638.00000000	-0.58250000	-0.14760197	8.00900000	0.30983872	0.48628607
142138.00000000	-0.57750000	-0.14832961	8.00900000	0.31128229	0.48636824
142638.00000000	-0.57260000	-0.14909949	8.00900000	0.31275751	0.48648193
143138.00000000	-0.56760000	-0.14980600	8.00900000	0.31414206	0.48648969
143638.00000000	-0.56250000	-0.15051320	8.00900000	0.31554524	0.48647603
144138.00000000	-0.55750000	-0.15121972	8.00900000	0.31697939	0.48649315
144639.00000000	-0.55260000	-0.15188536	8.00800000	0.31836049	0.48647699
145140.00000000	-0.54760000	-0.15259187	8.00800000	0.31978958	0.48646099
145641.00000000	-0.54250000	-0.15332019	8.00800000	0.32116469	0.48636670
146142.00000000	-0.53750000	-0.15408939	8.00800000	0.32259717	0.48632310
146642.00000000	-0.53260000	-0.15487902	8.00800000	0.32412303	0.48635708
147142.00000000	-0.52750000	-0.15564890	8.00800000	0.32566624	0.48634223
147642.00000000	-0.52250000	-0.15635542	8.00800000	0.32709451	0.48624842
148142.00000000	-0.51750000	-0.15712461	8.00800000	0.32852555	0.48614090
148643.00000000	-0.51260000	-0.15791493	8.00800000	0.32995972	0.48604347
149143.00000000	-0.50750000	-0.15872569	8.00800000	0.33150308	0.48596254
149644.00000000	-0.50250000	-0.15955756	8.00800000	0.33304339	0.48588604
150144.00000000	-0.49750000	-0.16034788	8.00800000	0.33454964	0.48576761
150644.00000000	-0.49260000	-0.16111708	8.00800000	0.33603296	0.48564010
151144.00000000	-0.48750000	-0.16192783	8.00800000	0.33759809	0.48550493
151645.00000000	-0.48250000	-0.16275971	8.00800000	0.33919489	0.48539911
152145.00000000	-0.47750000	-0.16361203	8.00800000	0.34079082	0.48527430
152646.00000000	-0.47240000	-0.16446434	8.00800000	0.34240380	0.48511730
153146.00000000	-0.46750000	-0.16535822	8.00800000	0.34402225	0.48499657
153647.00000000	-0.46250000	-0.16629434	8.00800000	0.34572720	0.48489165
154147.00000000	-0.45750000	-0.16718821	8.00800000	0.34737431	0.48472635
154647.00000000	-0.45240000	-0.16804053	8.00800000	0.34894655	0.48446243
155147.00000000	-0.44750000	-0.16895553	8.00800000	0.35053954	0.48424681
155648.00000000	-0.44250000	-0.16984940	8.00800000	0.35210291	0.48396407
156149.00000000	-0.43750000	-0.17072352	8.00800000	0.35369929	0.48368387
156650.00000000	-0.43240000	-0.17157584	8.00800000	0.35529150	0.48335235
157150.00000000	-0.42750000	-0.17240771	8.00700000	0.35682476	0.48301601
157651.00000000	-0.42250000	-0.17326003	8.00700000	0.35840709	0.48266408
158151.00000000	-0.41740000	-0.17415391	8.00700000	0.36005956	0.48230891
158652.00000000	-0.41240000	-0.17502734	8.00700000	0.36167053	0.48193252
159152.00000000	-0.40750000	-0.17590078	8.00700000	0.36322173	0.48152386
159652.00000000	-0.40250000	-0.17681510	8.00600000	0.36482781	0.48110009
160152.00000000	-0.39740000	-0.17775121	8.00600000	0.36650950	0.48067284
160652.00000000	-0.39240000	-0.17866553	8.00600000	0.36819000	0.48025096
161152.00000000	-0.38740000	-0.17949741	8.00600000	0.36977122	0.47974058
161652.00000000	-0.38230000	-0.18039128	8.00600000	0.37141026	0.47921237
162152.00000000	-0.37740000	-0.18128584	8.00600000	0.37303371	0.47871222
162652.00000000	-0.37240000	-0.18215859	8.00600000	0.37465228	0.47815270
163152.00000000	-0.36740000	-0.18303203	8.00500000	0.37624736	0.47755293
163652.00000000	-0.36250000	-0.18388435	8.00500000	0.37775695	0.47690649
164153.00000000	-0.35740000	-0.18471622	8.00500000	0.37930433	0.47619249
164653.00000000	-0.35240000	-0.18550654	8.00500000	0.38079894	0.47545218
165153.00000000	-0.34740000	-0.18633774	8.00500000	0.38232541	0.47470525
165653.00000000	-0.34250000	-0.18723230	8.00500000	0.38391533	0.47400495
166154.00000000	-0.33740000	-0.18818885	8.00500000	0.38560216	0.47326676
166654.00000000	-0.33240000	-0.18906161	8.00500000	0.38716271	0.47245670
167154.00000000	-0.32740000	-0.18983080	8.00500000	0.38859375	0.47153895
167654.00000000	-0.32250000	-0.19057956	8.00500000	0.38997211	0.47059705
168154.00000000	-0.31740000	-0.19141144	8.00500000	0.39145942	0.46961840
168654.00000000	-0.31240000	-0.19228419	8.00500000	0.39303721	0.46869961
169154.00000000	-0.30740000	-0.19311607	8.00400000	0.39458556	0.46773144
169654.00000000	-0.30230000	-0.19390639	8.00400000	0.39605623	0.46664644
170154.00000000	-0.29740000	-0.19471715	8.00400000	0.39753055	0.46560807
170654.00000000	-0.29240000	-0.19559058	8.00400000	0.39909407	0.46454948
171154.00000000	-0.28740000	-0.19646402	8.00400000	0.40060454	0.46342518
171654.00000000	-0.28230000	-0.19733677	8.00400000	0.40209395	0.46221229
172154.00000000	-0.27740000	-0.19814753	8.00500000	0.40351110	0.46100364
172654.00000000	-0.27240000	-0.19891741	8.00500000	0.40494389	0.45972614
173154.00000000	-0.26740000	-0.19970704	8.00500000	0.40641636	0.45843307
